Year Won,Category Won,Who Won?,What Show Was It? (Might Be Same as Last)
2006,Best Performance by an Actress in a Featured Role in a Play,Frances de la Tour,The History Boys
2006,Best Book of a Musical,Bob Martin,The Drowsy Chaperone
2006,Best Book of a Musical,Don McKellar,The Drowsy Chaperone
2006,Best Choreography,Kathleen Marshall,The Pajama Game
2006,Best Costume Design of a Musical,Gregg Barnes,The Drowsy Chaperone
2006,Best Costume Design of a Play,Catherine Zuber,Awake and Sing!
2006,Best Direction of a Musical,John Doyle,Sweeney Todd
2006,Best Direction of a Play,Nicholas Hytner,The History Boys
2006,Best Lighting Design of a Musical,Howell Binkley,Jersey Boys
2006,Best Lighting Design of a Play,Mark Henderson,The History Boys
2006,Best Musical,Jersey Boys,Jersey Boys
2006,Best Orchestrations,Sarah Travis,Sweeney Todd
2006,Best Original Score,Lisa Lambert,The Drowsy Chaperone
2006,Best Original Score,Greg Morrison,The Drowsy Chaperone
2006,Best Play,The History Boys,The History Boys
2006,Best Revival of a Musical,The Pajama Game,The Pajama Game
2006,Best Revival of a Play,Awake and Sing!,Awake and Sing!
2006,Best Scenic Design of a Musical,David Gallo,The Drowsy Chaperone
2006,Best Scenic Design of a Play,Bob Crowley,The History Boys
2007,Best Performance by an Actor in a Leading Role in a Musical,David Hyde Pierce,Curtains
2007,Best Performance by an Actor in a Leading Role in a Play,Frank Langella,Frost/Nixon
2007,Best Performance by an Actress in a Leading Role in a Musical,Christine Ebersole,Grey Gardens
2007,Best Performance by an Actress in a Leading Role in a Play,Julie White,The Little Dog Laughed
2007,Best Performance by an Actor in a Featured Role in a Musical,John Gallagher Jr.,Spring Awakening
2007,Best Performance by an Actor in a Featured Role in a Play,Billy Crudup,The Coast of Utopia
2007,Best Performance by an Actress in a Featured Role in a Musical,Mary Louise Wilson,Grey Gardens
2007,Best Performance by an Actress in a Featured Role in a Play,Jennifer Ehle,The Coast of Utopia
2007,Best Book of a Musical,Steven Sater,Spring Awakening
2007,Best Choreography,Bill T. Jones,Spring Awakening
2007,Best Costume Design of a Musical,William Ivey Long,Grey Gardens
2007,Best Costume Design of a Play,Catherine Zuber,The Coast of Utopia
2007,Best Direction of a Musical,Michael Mayer,Spring Awakening
2007,Best Direction of a Play,Jack O'Brien,The Coast of Utopia
2007,Best Lighting Design of a Musical,Kevin Adams,Spring Awakening
2007,Best Lighting Design of a Play,Brian MacDevitt,The Coast of Utopia
2007,Best Lighting Design of a Play,Kenneth Posner,The Coast of Utopia
2007,Best Lighting Design of a Play,Natasha Katz,The Coast of Utopia
2007,Best Musical,Spring Awakening,Spring Awakening
2007,Best Orchestrations,Duncan Sheik,Spring Awakening
2007,Best Original Score,Steven Sater,Spring Awakening
2007,Best Original Score,Duncan Sheik,Spring Awakening
2007,Best Play,The Coast of Utopia,The Coast of Utopia
2007,Best Revival of a Musical,Company,Company
2007,Best Revival of a Play,Journey's End,Journey's End
2007,Best Scenic Design of a Musical,Bob Crowley,Mary Poppins
2007,Best Scenic Design of a Play,Scott Pask,The Coast of Utopia
2007,Best Scenic Design of a Play,Bob Crowley,The Coast of Utopia
2008,Best Performance by an Actor in a Leading Role in a Musical,Paulo Szot,Rodgers & Hammerstein's South Pacific
2008,Best Performance by an Actor in a Leading Role in a Play,Mark Rylance,Boeing-Boeing
2008,Best Performance by an Actress in a Leading Role in a Musical,Patti LuPone,Gypsy
2008,Best Performance by an Actress in a Leading Role in a Play,Deanna Dunagan,August: Osage County
2008,Best Performance by an Actor in a Featured Role in a Musical,Boyd Gaines,Gypsy
2008,Best Performance by an Actor in a Featured Role in a Play,Jim Norton,The Seafarer
2008,Best Performance by an Actress in a Featured Role in a Musical,Laura Benanti,Gypsy
2008,Best Performance by an Actress in a Featured Role in a Play,Rondi Reed,August: Osage County
2008,Best Book of a Musical,Stew,Passing Strange
2008,Best Choreography,Andy Blankenbuehler,In The Heights
2008,Best Costume Design of a Musical,Catherine Zuber,Rodgers & Hammerstein's South Pacific
2008,Best Costume Design of a Play,Katrina Lindsay,Les Liaisons Dangereuses
2008,Best Direction of a Musical,Bartlett Sher,Rodgers & Hammerstein's South Pacific
2008,Best Direction of a Play,Anna D. Shapiro,August: Osage County
2008,Best Lighting Design of a Musical,Donald Holder,Rodgers & Hammerstein's South Pacific
2008,Best Lighting Design of a Play,Kevin Adams,The 39 Steps
2008,Best Musical,In the Heights,In the Heights
2008,Best Orchestrations,Bill Sherman,In the Heights
2008,Best Orchestrations,Alex Lacamoire,In the Heights
2008,Best Original Score,Lin-Manuel Miranda,In the Heights
2008,Best Play,August: Osage County,August: Osage County
2008,Best Revival of a Musical,Rodgers & Hammerstein's South Pacific,Rodgers & Hammerstein's South Pacific
2008,Best Revival of a Play,Boeing-Boeing,Boeing-Boeing
2008,Best Scenic Design of a Musical,Michael Yeargan,Rodgers & Hammerstein's South Pacific
2008,Best Scenic Design of a Play,Todd Rosenthal,August: Osage County
2008,Best Sound Design of a Musical,Scott Lehrer,Rodgers & Hammerstein's South Pacific
2008,Best Sound Design of a Play,Mic Pool,The 39 Steps
2009,Best Performance by an Actor in a Leading Role in a Musical,David Alvarez,"Billy Elliot, The Musical"
2009,Best Performance by an Actor in a Leading Role in a Musical,Trent Kowalik,"Billy Elliot, The Musical"
2009,Best Performance by an Actor in a Leading Role in a Musical,Kiril Kulish,"Billy Elliot, The Musical"
2009,Best Performance by an Actor in a Leading Role in a Play,Geoffrey Rush,Exit the King
2009,Best Performance by an Actress in a Leading Role in a Musical,Alice Ripley,Next to Normal
2009,Best Performance by an Actress in a Leading Role in a Play,Marcia Gay Harden,God of Carnage
2009,Best Performance by an Actor in a Featured Role in a Musical,Gregory Jbara,"Billy Elliot, The Musical"
2009,Best Performance by an Actor in a Featured Role in a Play,Roger Robinson,Joe Turner's Come and Gone
2009,Best Performance by an Actress in a Featured Role in a Musical,Karen Olivo,West Side Story
2009,Best Performance by an Actress in a Featured Role in a Play,Angela Lansbury,Blithe Spirit
2009,Best Book of a Musical,Lee Hall,"Billy Elliot, The Musical"
2009,Best Choreography,Peter Darling,"Billy Elliot, The Musical"
2009,Best Costume Design of a Musical,Tim Hatley,Shrek The Musical
2009,Best Costume Design of a Play,Anthony Ward,Mary Stuart
2009,Best Direction of a Musical,Stephen Daldry,"Billy Elliot, The Musical"
2009,Best Direction of a Play,Matthew Warchus,God of Carnage
2009,Best Lighting Design of a Musical,Rick Fisher,"Billy Elliot, The Musical"
2009,Best Lighting Design of a Play,Brian MacDevitt,Joe Turner's Come and Gone
2009,Best Musical,"Billy Elliot, The Musical","Billy Elliot, The Musical"
2009,Best Orchestrations,Martin Koch,"Billy Elliot, The Musical"
2009,Best Orchestrations,Michael Starobin,Next to Normal
2009,Best Orchestrations,Tom Kitt,Next to Normal
2009,Best Original Score,Tom Kitt,Next to Normal
2009,Best Original Score,Brian Yorkey,Next to Normal
2009,Best Play,God of Carnage,God of Carnage
2009,Best Revival of a Musical,Hair,Hair
2009,Best Revival of a Play,The Norman Conquests,The Norman Conquests
2009,Best Scenic Design of a Musical,Ian MacNeil,"Billy Elliot, The Musical"
2009,Best Scenic Design of a Play,Derek McLane,33 Variations
2009,Best Sound Design of a Musical,Paul Arditti,"Billy Elliot, The Musical"
2009,Best Sound Design of a Play,Gregory Clarke,Equus
2010,Best Performance by an Actor in a Leading Role in a Musical,Douglas Hodge,La Cage aux Folles
2010,Best Performance by an Actor in a Leading Role in a Play,Denzel Washington,Fences
2010,Best Performance by an Actress in a Leading Role in a Musical,Catherine Zeta-Jones,A Little Night Music
2010,Best Performance by an Actress in a Leading Role in a Play,Viola Davis,Fences
2010,Best Performance by an Actor in a Featured Role in a Musical,Levi Kreis,Million Dollar Quartet
2010,Best Performance by an Actor in a Featured Role in a Play,Eddie Redmayne,Red
2010,Best Performance by an Actress in a Featured Role in a Musical,Katie Finneran,"Promises, Promises"
2010,Best Performance by an Actress in a Featured Role in a Play,Scarlett Johansson,A View from the Bridge
2010,Best Book of a Musical,Joe DiPietro,Memphis
2010,Best Choreography,Bill T. Jones,Fela!
2010,Best Costume Design of a Musical,Marina Draghici,Fela!
2010,Best Costume Design of a Play,Catherine Zuber,The Royal Family
2010,Best Direction of a Musical,Terry Johnson,La Cage aux Folles
2010,Best Direction of a Play,Michael Grandage,Red
2010,Best Lighting Design of a Musical,Kevin Adams,American Idiot
2010,Best Lighting Design of a Play,Neil Austin,Red
2010,Best Musical,Memphis,Memphis
2010,Best Orchestrations,David Bryan,Memphis
2010,Best Orchestrations,Daryl Waters,Memphis
2010,Best Original Score,David Bryan,Memphis
2010,Best Original Score,Joe DiPietro,Memphis
2010,Best Play,Red,Red
2010,Best Revival of a Musical,La Cage aux Folles,La Cage aux Folles
2010,Best Revival of a Play,Fences,Fences
2010,Best Scenic Design of a Musical,Christine Jones,American Idiot
2010,Best Scenic Design of a Play,Christopher Oram,Red
2010,Best Sound Design of a Musical,Robert Kaplowitz,Fela!
2010,Best Sound Design of a Play,Adam Cork,Red
2011,Best Performance by an Actor in a Leading Role in a Musical,Norbert Leo Butz,Catch Me If You Can
2011,Best Performance by an Actor in a Leading Role in a Play,Mark Rylance,Jerusalem
2011,Best Performance by an Actress in a Leading Role in a Musical,Sutton Foster,Anything Goes
2011,Best Performance by an Actress in a Leading Role in a Play,Frances McDormand,Good People
2011,Best Performance by an Actor in a Featured Role in a Musical,John Larroquette,How to Succeed in Business Without Really Trying
2011,Best Performance by an Actor in a Featured Role in a Play,John Benjamin Hickey,The Normal Heart
2011,Best Performance by an Actress in a Featured Role in a Musical,Nikki M. James,The Book of Mormon
2011,Best Performance by an Actress in a Featured Role in a Play,Ellen Barkin,The Normal Heart
2011,Best Book of a Musical,Matt Stone,The Book of Mormon
2011,Best Book of a Musical,Trey Parker,The Book of Mormon
2011,Best Book of a Musical,Robert Lopez,The Book of Mormon
2011,Best Choreography,Kathleen Marshall,Anything Goes
2011,Best Costume Design of a Musical,Tim Chappel,Priscilla Queen of the Desert
2011,Best Costume Design of a Musical,Lizzy Gardiner,Priscilla Queen of the Desert
2011,Best Costume Design of a Play,Desmond Heeley,The Importance of Being Earnest
2011,Best Direction of a Musical,Trey Parker,The Book of Mormon
2011,Best Direction of a Musical,Casey Nicholaw,The Book of Mormon
2011,Best Direction of a Play,Marianne Elliott,War Horse
2011,Best Direction of a Play,Tom Morris,War Horse
2011,Best Lighting Design of a Musical,Brian MacDevitt,The Book of Mormon
2011,Best Lighting Design of a Play,Paule Constable,War Horse
2011,Best Musical,The Book of Mormon,The Book of Mormon
2011,Best Orchestrations,Stephen Oremus,The Book of Mormon
2011,Best Orchestrations,Larry Hochman,The Book of Mormon
2011,Best Play,War Horse,War Horse
2011,Best Revival of a Musical,Anything Goes,Anything Goes
2011,Best Revival of a Play,The Normal Heart,The Normal Heart
2011,Best Scenic Design of a Musical,Scott Pask,The Book of Mormon
2011,Best Scenic Design of a Play,Rae Smith,War Horse
2011,Best Sound Design of a Musical,Brian Ronan,The Book of Mormon
2011,Best Sound Design of a Play,Christopher Shutt,War Horse
2012,Best Performance by an Actor in a Leading Role in a Musical,Steve Kazee,Once
2012,Best Performance by an Actor in a Leading Role in a Play,James Corden,"One Man, Two Guvnors"
2012,Best Performance by an Actress in a Leading Role in a Musical,Audra McDonald,The Gershwins' Porgy and Bess
2012,Best Performance by an Actress in a Leading Role in a Play,Nina Arianda,Venus in Fur
2012,Best Performance by an Actor in a Featured Role in a Musical,Michael McGrath,Nice Work If You Can Get It
2012,Best Performance by an Actor in a Featured Role in a Play,Christian Borle,Peter and the Starcatcher
2012,Best Performance by an Actress in a Featured Role in a Musical,Judy Kaye,Nice Work If You Can Get It
2012,Best Performance by an Actress in a Featured Role in a Play,Judith Light,Other Desert Cities
2012,Best Book of a Musical,Enda Walsh,Once
2012,Best Choreography,Christopher Gattelli,Newsies
2012,Best Costume Design of a Musical,Gregg Barnes,Follies
2012,Best Costume Design of a Play,Paloma Young,Peter and the Starcatcher
2012,Best Direction of a Musical,John Tiffany,Once
2012,Best Direction of a Play,Mike Nichols,Arthur Miller's Death of a Salesman
2012,Best Lighting Design of a Musical,Natasha Katz,Once
2012,Best Lighting Design of a Play,Jeff Croiter,Peter and the Starcatcher
2012,Best Musical,Once,Once
2012,Best Orchestrations,Martin Lowe,Once
2012,Best Original Score,Jack Feldman,Newsies
2012,Best Original Score,Alan Menken,Newsies
2012,Best Play,Clybourne Park,Clybourne Park
2012,Best Revival of a Musical,The Gershwins' Porgy and Bess,The Gershwins' Porgy and Bess
2012,Best Revival of a Play,Arthur Miller's Death of a Salesman,Arthur Miller's Death of a Salesman
2012,Best Scenic Design of a Musical,Bob Crowley,Once
2012,Best Scenic Design of a Play,Donyale Werle,Peter and the Starcatcher
2012,Best Sound Design of a Musical,Clive Goodwin,Once
2012,Best Sound Design of a Play,Darron L West,Peter and the Starcatcher
2013,Best Performance by an Actor in a Leading Role in a Musical,Billy Porter,Kinky Boots
2013,Best Performance by an Actor in a Leading Role in a Play,Tracy Letts,Who's Afraid of Virginia Woolf?
2013,Best Performance by an Actress in a Leading Role in a Musical,Patina Miller,Pippin
2013,Best Performance by an Actress in a Leading Role in a Play,Cicely Tyson,The Trip to Bountiful
2013,Best Performance by an Actor in a Featured Role in a Musical,Gabriel Ebert,Matilda The Musical
2013,Best Performance by an Actor in a Featured Role in a Play,Courtney B. Vance,Lucky Guy
2013,Best Performance by an Actress in a Featured Role in a Musical,Andrea Martin,Pippin
2013,Best Performance by an Actress in a Featured Role in a Play,Judith Light,The Assembled Parties
2013,Best Book of a Musical,Dennis Kelly,Matilda The Musical
2013,Best Choreography,Jerry Mitchell,Kinky Boots
2013,Best Costume Design of a Musical,William Ivey Long,Rodgers + Hammerstein's Cinderella
2013,Best Costume Design of a Play,Ann Roth,The Nance
2013,Best Direction of a Musical,Diane Paulus,Pippin
2013,Best Direction of a Play,Pam MacKinnon,Who's Afraid of Virginia Woolf?
2013,Best Lighting Design of a Musical,Hugh Vanstone,Matilda The Musical
2013,Best Lighting Design of a Play,Jules Fisher,Lucky Guy
2013,Best Lighting Design of a Play,Peggy Eisenhauer,Lucky Guy
2013,Best Musical,Kinky Boots,Kinky Boots
2013,Best Orchestrations,Stephen Oremus,Kinky Boots
2013,Best Original Score,Cyndi Lauper,Kinky Boots
2013,Best Play,Vayna and Sonia and Masha and Spike,Vayna and Sonia and Masha and Spike
2013,Best Revival of a Musical,Pippin,Pippin
2013,Best Revival of a Play,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?
2013,Best Scenic Design of a Musical,Rob Howell,Matilda The Musical
2013,Best Scenic Design of a Play,John Lee Beatty,The Nance
2013,Best Sound Design of a Musical,John Shivers,Kinky Boots
2013,Best Sound Design of a Play,Leon Rothenberg,The Nance
2014,Best Performance by an Actor in a Leading Role in a Musical,Neil Patrick Harris,Hedwig and the Angry Inch
2014,Best Performance by an Actor in a Leading Role in a Play,Bryan Cranston,All The Way
2014,Best Performance by an Actress in a Leading Role in a Musical,Jessie Mueller,Beautiful - The Carole King Musical
2014,Best Performance by an Actress in a Leading Role in a Play,Audra McDonald,Lady Day at Emerson's Bar & Grill
2014,Best Performance by an Actor in a Featured Role in a Musical,James Monroe Iglehart,Aladdin
2014,Best Performance by an Actor in a Featured Role in a Play,Mark Rylance,Twelfth Night
2014,Best Performance by an Actress in a Featured Role in a Musical,Lena Hall,Hedwig and the Angry Inch
2014,Best Performance by an Actress in a Featured Role in a Play,Sophie Okonedo,A Raisin in the Sun
2014,Best Book of a Musical,Robert L. Freedman,A Gentleman's Guide to Love & Murder
2014,Best Choreography,Warren Carlyle,After Midnight
2014,Best Costume Design of a Musical,Linda Cho,A Gentleman's Guide to Love & Murder
2014,Best Costume Design of a Play,Jenny Tiramani,Twelfth Night
2014,Best Direction of a Musical,Darko Tresnjak,A Gentleman's Guide to Love & Murder
2014,Best Direction of a Play,Kenny Leon,A Raisin in the Sun
2014,Best Lighting Design of a Musical,Kevin Adams,Hedwig and the Angry Inch
2014,Best Lighting Design of a Play,Natasha Katz,The Glass Menagerie
2014,Best Musical,A Gentleman's Guide to Love & Murder,A Gentleman's Guide to Love & Murder
2014,Best Orchestrations,Jason Robert Brown,The Bridges of Madison County
2014,Best Original Score,Jason Robert Brown,The Bridges of Madison County
2014,Best Play,All The Way,All The Way
2014,Best Revival of a Musical,Hedwig and the Angry Inch,Hedwig and the Angry Inch
2014,Best Revival of a Play,A Raisin in the Sun,A Raisin in the Sun
2014,Best Scenic Design of a Musical,Christopher Barreca,Rocky
2014,Best Scenic Design of a Play,Beowulf Boritt,Act One
2014,Best Sound Design of a Musical,Brian Ronan,Beautiful - The Carole King Musical
2014,Best Sound Design of a Play,Steve Canyon Kennedy,Lady Day at Emerson's Bar & Grill
2015,Best Performance by an Actor in a Leading Role in a Musical,Michael Cerveris,Fun Home
2015,Best Performance by an Actor in a Leading Role in a Play,Alex Sharp,The Curious Incident of the Dog in the Night-Time
2015,Best Performance by an Actress in a Leading Role in a Musical,Kelli O'Hara,The King and I
2015,Best Performance by an Actress in a Leading Role in a Play,Helen Mirren,The Audience
2015,Best Performance by an Actor in a Featured Role in a Musical,Christian  Borle,Something Rotten!
2015,Best Performance by an Actor in a Featured Role in a Play,Richard McCabe,The Audience
2015,Best Performance by an Actress in a Featured Role in a Musical,Ruthie Ann Miles,The King and I
2015,Best Performance by an Actress in a Featured Role in a Play,Annaleigh Ashford,You Can't Take It With You
2015,Best Book of a Musical,Lisa Kron,Fun Home
2015,Best Choreography,Christopher Wheeldon,An American in Paris
2015,Best Costume Design of a Musical,Catherine Zuber,The King and I
2015,Best Costume Design of a Play,Christopher Oram,Wolf Hall Parts One & Two
2015,Best Direction of a Musical,Sam Gold,Fun Home
2015,Best Direction of a Play,Marianne Elliott,The Curious Incident of the Dog in the Night-Time
2015,Best Lighting Design of a Musical,Natasha Katz,An American in Paris
2015,Best Lighting Design of a Play,Paule Constable,The Curious Incident of the Dog in the Night-Time
2015,Best Musical,Fun Home,Fun Home
2015,Best Play,The Curious Incident of the Dog in the Night-Time,The Curious Incident of the Dog in the Night-Time
2015,Best Orchestrations,Bill Elliott,An American in Paris
2015,Best Orchestrations,Don Sebesky,An American in Paris
2015,Best Orchestrations,Christopher Austin,An American in Paris
2015,Best Original Score,Jeanine Tesori,Fun Home
2015,Best Original Score,Lisa Kron,Fun Home
2015,Best Revival of a Musical,The King and I,The King and I
2015,Best Revival of a Play,Skylight,Skylight
2015,Best Scenic Design of a Musical,Bob Crowley,An American in Paris
2015,Best Scenic Design of a Musical,59 Productions,An American in Paris
2015,Best Scenic Design of a Play,Bunny Christie,The Curious Incident of the Dog in the Night-Time
2015,Best Scenic Design of a Play,Finn Ross,The Curious Incident of the Dog in the Night-Time
2016,Best Musical,Hamilton,Hamilton
2016,Best Performance by an Actor in a Leading Role in a Musical,Leslie Odom Jr.,Hamilton
2016,Best Performance by an Actor in a Leading Role in a Play,Frank Langella,The Father
2016,Best Performance by an Actress in a Leading Role in a Musical,Cynthia Erivo,The Color Purple
2016,Best Performance by an Actress in a Leading Role in a Play,Jessica Lange,Long Day's Journey Into Night
2016,Best Performance by an Actor in a Featured Role in a Musical,Daveed Diggs,Hamilton
2016,Best Performance by an Actor in a Featured Role in a Play,Reed Birney,The Humans
2016,Best Performance by an Actress in a Featured Role in a Musical,Renee Elise Goldsberry,Hamilton
2016,Best Performance by an Actress in a Featured Role in a Play,Jayne Houdyshell,The Humans
2016,Best Book of a Musical,Lin-Manuel Miranda,Hamilton
2016,Best Choreography,Andy Blankenbuehler,Hamilton
2016,Best Costume Design of a Musical,Paul Tazewell,Hamilton
2016,Best Costume Design of a Play,Clint Ramos,Eclipsed
2016,Best Direction of a Musical,Thomas Kail,Hamilton
2016,Best Direction of a Play,Ivo Van Hove,Arthur Miller's A View from the Bridge
2016,Best Lighting Design of a Musical,Howell Binkley,Hamilton
2016,Best Lighting Design of a Play,Natasha Katz,Long Day's Journey Into Night
2016,Best Orchestrations,Alex Lacamoire,Hamilton
2016,Best Original Score,Lin-Manuel Miranda,Hamilton
2016,Best Play,The Humans,The Humans
2016,Best Revival of a Musical,The Color Purple,The Color Purple
2016,Best Revival of a Play,Arthur Miller's A View from the Bridge,Arthur Miller's A View from the Bridge
2016,Best Scenic Design of a Musical,David Rockwell,She Loves Me
2016,Best Scenic Design of a Play,David Zinn,The Humans
2017,Best Performance by an Actor in a Leading Role in a Musical,Ben Platt,Dear Evan Hansen
2017,Best Performance by an Actor in a Leading Role in a Play,Kevin Kline,Present Laughter
2017,Best Performance by an Actress in a Leading Role in a Musical,Bette Midler,"Hello, Dolly!"
2017,Best Performance by an Actress in a Leading Role in a Play,Laurie Metcalf,"A Doll's House, Part 2"
2017,Best Performance by an Actor in a Featured Role in a Musical,Gavin Creel,"Hello, Dolly!"
2017,Best Performance by an Actor in a Featured Role in a Play,Michael Aronov,Oslo
2017,Best Performance by an Actress in a Featured Role in a Musical,Rachel Bay Jones,Dear Evan Hansen
2017,Best Performance by an Actress in a Featured Role in a Play,Cynthia Nixon,Lillian Hellman's The Little Foxes
2017,Best Book of a Musical,Steven Levenson,Dear Evan Hansen
2017,Best Choreography,Andy Blankenbuehler,Bandstand
2017,Best Costume Design of a Musical,Santo Loquasto,"Hello, Dolly!"
2017,Best Costume Design of a Play,Jane Greenwood,Lillian Hellman's The Little Foxes
2017,Best Direction of a Musical,Christopher Ashley,Come From Away
2017,Best Direction of a Play,Rebecca Taichman,Indecent
2017,Best Lighting Design of a Musical,Bradley King,"Natasha, Pierre & The Great Comet of 1812"
2017,Best Lighting Design of a Play,Christopher Akerlind,Indecent
2017,Best Musical,Dear Evan Hansen,Dear Evan Hansen
2017,Best Orchestrations,Alex Lacamoire,Dear Evan Hansen
2017,Best Original Score,Benj Pasek,Dear Evan Hansen
2017,Best Original Score,Justin Paul,Dear Evan Hansen
2017,Best Play,Oslo,Oslo
2017,Best Revival of a Musical,"Hello, Dolly!","Hello, Dolly!"
2017,Best Revival of a Play,August Wilson's Jitney,August Wilson's Jitney
2017,Best Scenic Design of a Musical,Mimi Lien,"Natasha, Pierre & The Great Comet of 1812"
2017,Best Scenic Design of a Play,Nigel Hook,The Play That Goes Wrong
2018,Best Performance by an Actor in a Leading Role in a Musical,Tony Shaloub,The Band's Visit
2018,Best Performance by an Actor in a Leading Role in a Play,Andrew Garfield,Angels in America
2018,Best Performance by an Actress in a Leading Role in a Musical,Katrina Lenk,The Band's Visit
2018,Best Performance by an Actress in a Leading Role in a Play,Glenda Jackson,Edward Albee's Three Tall Women
2018,Best Performance by an Actor in a Featured Role in a Musical,Ari'el Stachel,The Band's Visit
2018,Best Performance by an Actor in a Featured Role in a Play,Nathan Lane,Angels in America
2018,Best Performance by an Actress in a Featured Role in a Musical,Lindsay Mendez,Rodgers & Hammerstein's Carousel
2018,Best Performance by an Actress in a Featured Role in a Play,Laurie Metcalf,Edward Albee's Three Tall Women
2018,Best Book of a Musical,Itamar Moses,The Band's Visit
2018,Best Choreography,Justin Peck,Rodgers & Hammerstein's Carousel
2018,Best Costume Design of a Musical,Catherine Zuber,My Fair Lady
2018,Best Costume Design of a Play,Katrina Lindsay,"Harry Potter and the Cursed Child, Parts One and Two"
2018,Best Direction of a Play,John Tiffany,"Harry Potter and the Cursed Child, Parts One and Two"
2018,Best Direction of a Musical,David Cromer,The Band's Visit
2018,Best Lighting Design of a Play,Neil Austin,"Harry Potter and the Cursed Child, Parts One and Two"
2018,Best Lighting Design of a Musical,Tyler Micoleau,The Band's Visit
2018,Best Musical,The Band's Visit,The Band's Visit
2018,Best Orchestrations,Jamshied Sharifi,The Band's Visit
2018,Best Original Score,David Yazbek,The Band's Visit
2018,Best Play,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child, Parts One and Two"
2018,Best Revival of a Musical,Once On This Island,Once On This Island
2018,Best Revival of a Play,Angels in America,Angels in America
2018,Best Scenic Design of a Musical,David Zinn,Spongebob Squarepants: The Musical
2018,Best Scenic Design of a Play,Christine Jones,"Harry Potter and the Cursed Child, Parts One and Two"
2018,Best Sound Design of a Play,Gareth Fry,"Harry Potter and the Cursed Child, Parts One and Two"
2018,Best Sound Design of a Musical,Kai Harada,The Band's Visit
2019,Best Play,The Ferryman,The Ferryman
2019,Best Musical,Hadestown,Hadestown
2019,Best Book of a Musical,Robert Horn,Tootsie
2019,Best Original Score,Anais Mitchell,Hadestown
2019,Best Revival of a Play,The Boys in the Band,The Boys in the Band
2019,Best Revival of a Musical,Rodgers & Hammerstein’s Oklahoma!,Rodgers & Hammerstein’s Oklahoma!
2019,Best Performance by an Actor in a Leading Role in a Play,Bryan Cranston,Network
2019,Best Performance by an Actress in a Leading Role in a Play,Elaine May,The Waverly Gallery
2019,Best Performance by an Actor in a Leading Role in a Musical,Santino Fontana,Tootsie
2019,Best Performance by an Actress in a Leading Role in a Musical,Stephanie J. Block,The Cher Show
2019,Best Performance by an Actor in a Featured Role in a Play,Bertie Carvel,Ink
2019,Best Performance by an Actress in a Featured Role in a Play,Celia Keenan-Bolger,To Kill a Mockingbird
2019,Best Performance by an Actor in a Featured Role in a Musical,Andre De Shields,Hadestown
2019,Best Performance by an Actress in a Featured Role in a Musical,Ali Stroker,Rodgers & Hammerstein’s Oklahoma!
2019,Best Scenic Design of a Play,Rob Howell,The Ferryman
2019,Best Scenic Design of a Musical,Rachel Hauck,Hadestown
2019,Best Costume Design of a Play,Rob Howell,The Ferryman
2019,Best Costume Design of a Musical,Bob Mackie,The Cher Show
2019,Best Lighting Design of a Play,Neil Austin,Ink
2019,Best Lighting Design of a Musical,Bradley King,Hadestown
2019,Best Sound Design of a Play,Fitz Patton,Choir Boy
2019,Best Sound Design of a Musical,Jessica Paz,Hadestown
2019,Best Sound Design of a Musical,Nevin Steinberg,Hadestown
2019,Best Direction of a Play,Sam Mendes,The Ferryman
2019,Best Direction of a Musical,Rachel Chavkin,Hadestown
2019,Best Choreography,Sergio Trujillo,Ain’t Too Proud - The Life and Times of the Temptations
2019,Best Orchestrations,Michael Chorney,Hadestown
2019,Best Orchestrations,Todd Sickafoose,Hadestown
2020,Best Play,The Inheritance,The Inheritance
2020,Best Musical,Moulin Rouge! The Musical,Moulin Rouge! The Musical
2020,Best Book of a Musical,Diablo Cody,Jagged Little Pill
2020,Best Original Score,Christopher Nightingale,A Christmas Carol
2020,Best Revival of a Play,A Soldier's Play,A Soldier's Play
2020,Best Performance by an Actor in a Leading Role in a Play,Andrew Burnap,The Inheritance
2020,Best Performance by an Actress in a Leading Role in a Play,Mary-Louise Parker,The Sound Inside
2020,Best Performance by an Actor in a Leading Role in a Musical,Aaron Tveit,Moulin Rouge! The Musical
2020,Best Performance by an Actress in a Leading Role in a Musical,Adrienne Warren,Tina - The Tina Turner Musical
2020,Best Performance by an Actor in a Featured Role in a Play,David Alan Grier,A Soldier's Play
2020,Best Performance by an Actress in a Featured Role in a Play,Lois Smith,The Inheritance
2020,Best Performance by an Actor in a Featured Role in a Musical,Danny Burstein,Moulin Rouge! The Musical
2020,Best Performance by an Actress in a Featured Role in a Musical,Lauren Patten,Jagged Little Pill
2020,Best Scenic Design of a Play,Rob Howell,A Christmas Carol
2020,Best Scenic Design of a Musical,Derek McLane,Moulin Rouge! The Musical
2020,Best Costume Design of a Play,Rob Howell,A Christmas Carol
2020,Best Costume Design of a Musical,Catherine Zuber,Moulin Rouge! The Musical
2020,Best Lighting Design of a Play,Hugh Vanstone,A Christmas Carol
2020,Best Lighting Design of a Musical,Justin Townsend,Moulin Rouge! The Musical
2020,Best Sound Design of a Play,Simon Baker,A Christmas Carol
2020,Best Sound Design of a Musical,Peter Hylenski,Moulin Rouge! The Musical
2020,Best Direction of a Play,Stephen Daldry,The Inheritance
